code,name,currency,population,capital,continent,area,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
IDN,Indonesia,IDR,267663435,Jakarta,Asia,1919440.0,,,,,,,,5667756644.9716,7076465295.27356,8337423312.88344,9150684931.50685,9333536359.74431,10997590361.4458,16273253012.0482,25802409638.5542,30463855421.6867,37269156626.506,45808915662.6506,51455719100.27,51400186379.1873,72482337370.8551,85518233450.1818,90158449307.26,81052283404.2179,84853699994.5677,85289491746.8428,79954072569.4637,75929617576.2282,84300174475.7955,94451427898.007,106140727356.675,116621996217.133,128026966579.964,158006700301.533,176892143931.505,202132028723.115,227369679374.973,215748998609.635,95445547872.715,140001351215.462,165021012077.81,160446947784.909,195660611165.183,234772463823.808,256836875295.452,285868618224.017,364570514304.85,432216737774.861,510228634992.258,539580085612.401,755094160363.071,892969107923.094,917869910105.749,912524136718.018,890814755233.225,860854235065.079,931877364177.742,1015618742565.81,1042271531011.99,1119099868265.25,1058688935454.78,1186092991320.04
IRL,Ireland,EUR,4853506,Dublin,Europe,70280.0,1939329775.43739,2088012282.35667,2260349684.08625,2430843768.44553,2766608945.87402,2945704142.99765,3104034393.23162,3343636773.36759,3278584478.33023,3787077343.72783,4395995085.99509,5098250287.46646,6318060582.21873,7481173065.79201,7896860614.98803,9483808362.36934,9453756014.71837,11248340431.3779,14647996073.6937,18319334300.4513,21747855640.0712,20670190138.1671,21474752962.2178,20766047763.5314,20106648454.8404,21270013325.5601,28714571852.4799,33920518492.5094,37772896220.7559,39238392677.7542,49305632408.4929,49787501584.4847,55918538121.3989,52417477613.676,57097656065.96,69139823232.3232,75790786290.3226,82856648758.3572,90199410115.5097,98893958262.6438,100207610429.909,109346669229.695,128596035288.401,164670771259.602,194372115041.065,211876989655.907,232180617162.279,270079279419.5,275447471451.063,236443115853.695,221913560882.367,239003132208.133,225628699652.993,238340859896.937,259170903647.536,291775166506.891,299091127524.505,336377500160.546,385736680797.118,399321701632.431,425852281928.121,504182603275.542
ISR,Israel,ILS,8883800,,Asia,20770.0,2598500000.0,3138500000.0,2510000000.0,2992333333.33333,3405333333.33333,3663333333.33333,3980000000.0,4030000000.0,4619000000.0,5329333333.33333,,,,,,,,,,,,,,,,,,,,,,,,,,104892955202.072,114505860826.519,118859377862.817,120056692192.311,120922937410.923,136035771711.672,134635822098.58,125060622862.932,131299915899.958,139973148371.263,147083996033.603,158670456932.537,184052121662.082,220531065217.391,211970040942.96,238364092298.023,266791854430.897,262282344091.849,297732778479.129,314330061977.263,303414276832.04,322102790386.835,358245427458.541,376691526553.276,402470513619.148,413267669231.522,488526545878.891
IMN,Isle of Man,GBP,84077,Douglas,Europe,572.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,914762873.689153,1023005862.77927,1180968165.4086,1382605389.32055,1567402513.69642,1563667799.61578,1659131243.73837,1947332921.74718,2328658227.8481,2822358473.16983,3032400000.0,3422651333.94664,4466100440.17607,5928420955.88235,5487083657.89064,5920177688.50433,6566098381.6696,6690725118.48341,7000748788.49461,7708834951.45631,7085288006.11154,6846691871.45558,6979581724.58172,7491969312.87525,7315388052.08067,,
IND,India,INR,1352617328,New Delhi,Asia,3287590.0,37029883876.1839,39232435784.0358,42161481858.0819,48421923459.1235,56480289940.9899,59554854575.8085,45865462034.2857,50134942204.0,53085455870.6667,58447995017.3333,62422483054.6667,67350988021.3932,71463193831.0092,85515269585.4,99525899116.054,98472796456.884,102717164466.397,121487322475.912,137300295313.3,152991653793.77,186325345086.661,193490610029.789,200715145363.148,218262273406.969,212158234167.312,232511877841.698,248985994040.59,279033584092.223,296588994812.354,296042354984.876,320979026420.035,270105341879.226,288208430383.964,279296022987.919,327275583539.559,360281952716.797,392897054348.071,415867753863.874,421351477504.743,458820417337.807,468394937262.37,485441014538.638,514937948870.08,607699285433.872,709148514804.659,820381595512.902,940259888792.141,1216735441524.86,1198895582137.51,1341886602798.69,1675615335600.56,1823049927772.05,1827637859506.25,1856722121394.42,2039127446299.3,2103587813812.75,2294797980509.01,2651472946375.05,2702929718960.46,2831552222519.99,2667687951796.5,3176295065497.24
IRQ,Iraq,IQD,38433600,Baghdad,Asia,437072.0,1684121534.58415,1831700364.04369,1954634836.18034,1978437692.5231,2340521142.5371,,,,2896947633.71605,3008120974.51694,3281713805.65668,3865346534.65347,4113848002.40312,5134367778.1446,11516762614.2906,13458516762.6143,17754825601.0836,19838130714.5276,23762275651.8794,37816457839.4853,52569000000.0,37823000000.0,42382333333.3333,40712903225.8064,46938387096.7742,48425161290.3226,47264516129.0323,56774193548.3871,62684516129.0323,65831935483.871,180408064516.129,407796349.663785,553671957.671958,1031944881.13189,3991349282.75729,12894029888.1122,10433698621.3427,20764857056.3795,20617405044.2425,36881601583.8194,48364250943.9051,36176430128.8057,32928454672.4246,21921569478.8163,36627901762.063,49954890353.2609,65140147197.1215,88837055195.2619,131614433712.245,111657581662.35,138516722649.573,185749664444.444,218002481737.691,234637675128.645,228415656174.957,166774109673.732,166602488747.885,187217660050.676,227367469034.031,233636097800.338,184369797315.436,207889333724.138
IRN,Iran,IRR,81800269,Tehran,Asia,1648000.0,4199134389.9037,4426949094.8403,4693566416.48346,4928628018.38759,5379845647.70139,6197319929.04038,6789938671.75094,7555383690.16,8623172959.89803,9743089607.49587,10976245153.5894,13731801564.0908,17153463263.1086,27081698249.5083,46209092072.1383,51776222349.8869,68055295080.7538,80600122701.9632,77994316621.4814,90391877325.9285,94362275580.0229,100499312749.923,125948756439.485,156365156618.241,162276728619.519,180183629599.684,209094561833.48,134009995923.169,123057861333.908,120496362916.271,124813263926.225,,,63743623232.012,71841461172.5964,96419225743.6737,120403931885.441,113919163421.155,110276913362.508,113848450088.351,109591707802.216,126878750295.944,128626917503.72,153544751395.43,190043433964.841,226452138291.542,266298911661.144,349881601458.56,412336172446.849,416397025729.361,486807615326.147,626133114526.806,644035510447.901,492775565649.562,460382791826.34,408212918053.939,457954614142.539,486630146443.617,331682036227.963,283746685180.338,239735571102.495,359713152725.063
ISL,Iceland,ISK,353574,Reykjavik,Europe,103000.0,248434096.968726,253885656.329253,284916516.159537,340061650.119898,434267936.914583,523694949.370689,628893310.399926,621225962.154708,474399471.622359,414709311.35296,526704545.454545,670251136.363636,839652164.06073,1154440252.96794,1515190595.29765,1406875081.32726,1669488389.96542,2208509076.28099,2511826196.009,2853435053.88542,3381419251.29231,3492997010.04956,3206626644.5371,2765950335.71095,2864441387.40507,2984052356.55071,3989622739.28212,5520318404.64149,6106635816.24587,5672569449.07068,6468736355.55678,6909730288.17061,7080981738.05606,6218581531.64347,6389460342.78656,7123633418.19739,7426082270.67669,7569672925.33739,8503693098.62271,8982047589.4895,9025660361.75842,8234846804.60582,9318395054.85934,11429333037.8443,13825302535.7699,16852963067.0496,17465318552.2941,21652505596.7528,18074622987.0185,13154414219.207,13751161917.7398,15221622925.9319,14751508133.5443,16125060515.3117,17867662177.8911,17517210519.0912,20793168030.9524,24728285177.4603,26264127686.6137,24826102119.6357,21694674809.9321,25602419210.3374
ITA,Italy,EUR,60431283,Rome,Europe,301230.0,40385288344.1911,44842760293.1924,50383891898.9911,57710743059.8341,63175417019.0094,67978153850.5191,73654870011.2757,81133120065.4202,87942231678.3505,97085082807.3751,113395315985.13,124672365792.759,145260039840.637,175492055795.417,199564489431.378,227695851126.928,224717278436.846,257596313364.055,315058323066.393,393677161500.816,477256775943.929,430702851303.015,427272645669.291,443042373788.883,437887689001.543,452217492140.757,640386352773.087,805713128174.485,891608957155.608,928661332204.347,1181222653522.95,1246220156079.29,1320161644933.23,1064958075550.63,1099216688280.5,1174662070605.02,1312426527795.21,1241879604365.62,1270052525928.4,1252446659833.79,1146676894209.73,1168023426056.38,1276769338449.3,1577621707050.51,1806542968545.56,1858217147203.73,1949551719389.64,2213102482751.46,2408655348718.59,2199928804118.63,2136099955236.67,2294994296589.5,2086957656821.6,2141924094298.56,2162009615996.54,1836637711060.55,1877071687633.78,1961796197354.36,2091932426266.98,2011302198827.45,1896755301518.14,2107702842669.73
JAM,Jamaica,JMD,2934855,Kingston,North America,10991.0,699050678.98642,748028839.423211,777712445.751085,826690466.190676,897931401.371973,972140557.188856,1096738065.2387,1148025407.34604,1083883355.33421,1191287651.50606,1404776071.04284,1539865513.92891,1875048859.93485,1905917553.19149,2375096249.03751,2860411285.88714,2966010229.8977,3249697393.02607,2644449232.29321,2425033998.18676,2679409453.23903,2979061412.37229,3293533288.42483,3619294120.69144,2373566957.49214,2100223149.71396,2754566176.20212,3286987551.71597,3828310734.97795,4404970058.83786,4592224067.37194,4106199176.28901,3535460089.80719,5440064773.17365,5452564385.43307,6577523824.70029,7393883554.77969,8400033893.99653,8787195622.43502,8887061866.89206,9005064474.93003,9194717835.99985,9719017925.92929,9430230564.4699,10174664853.9476,11243868485.7428,11930171468.3796,12799593017.7101,13709402085.3206,12120460872.8003,13220556882.7046,14444655299.8772,14807086889.2099,14264202737.3082,13899228824.2161,14188935947.5694,14077109396.8584,14808989993.3185,15730793852.7913,15830768549.8916,13812425036.5864,14657586937.0735
JOR,Jordan,JOD,9956011,Amman,Asia,92300.0,,,,,,599831979.837581,658078969.476337,631755810.697284,561187342.481098,698963875.66508,639596751.610193,678241388.966676,788574628.955475,943700547.778454,1197454206.76808,1363039399.62477,1708433734.93976,2096568478.59095,2602421465.96859,3271728271.72827,3910372608.2578,4384382566.58596,4681134751.77305,4920407601.21179,4966710013.0039,4993917891.53573,6401428571.42857,6755391432.79173,6277317659.63131,4221197354.68152,4160162724.12234,4344250257.01278,5310973815.82819,5606003752.34522,6236295978.24531,6727597031.96347,6927503526.09309,7245839210.15515,7912270803.94922,8149929478.13822,8460789844.8519,8975599435.82511,9582510578.27927,10195627644.5698,11411706629.055,12588998589.5628,15056981664.3159,17110437235.543,22657662394.9553,24537876123.688,27133804244.3669,29524149164.8994,31634561670.4356,34454440180.6582,36847643587.2383,38587017944.3352,39892551148.8301,41608435921.7904,43370860549.1337,44993992365.1297,44182298291.8206,45744271658.9141
JPN,Japan,JPY,126529100,Tokyo,Asia,377835.0,44307342950.4,53508617739.3778,60723018683.7333,69498131797.3333,81749006381.5111,90950278257.7778,105628070343.111,123781880217.6,146601072685.511,172204199480.889,212609187919.444,240151807460.241,318031297492.352,432082670450.719,479625998613.406,521541905673.251,586161858999.671,721411786536.814,1013612173518.84,1055012119526.33,1105385973763.87,1218988935129.81,1134518001884.56,1243323592058.83,1318381627003.76,1398892744820.69,2078953333673.55,2532808573157.03,3071683013178.91,3054914166263.18,3132817652848.04,3584420077100.84,3908809463463.86,4454143876947.21,4998797547740.97,5545563663889.7,4923391533851.63,4492448605638.94,4098362709531.24,4635982224063.88,4968359075956.59,4374711694090.87,4182846045873.61,4519561645253.53,4893116005656.56,4831467035389.8,4601663122649.92,4579750920354.81,5106679115127.3,5289493117993.89,5759071769013.11,6233147172341.35,6272362996105.03,5212328181166.18,4896994405353.29,4444930651964.18,5003677627544.24,4930837369151.42,5037835383110.97,5123318151510.62,5040107754084.11,4940877780755.33
KEN,Kenya,KES,51393010,Nairobi,Africa,582650.0,791265458.818076,792959472.139024,868111400.014073,926589348.572953,998759333.643326,997919319.980049,1164519673.19763,1232559505.92359,1353295457.5261,1458379415.40278,1603447357.25171,1778391289.19123,2107279157.38336,2508998457.4073,2969942180.34692,3259344935.76836,3474542392.03212,4494378855.33109,5303734882.53447,6234390975.27091,7265315331.62273,6854491453.90208,6431579357.5481,5979198463.78533,6191437070.61366,6135034338.11763,7239126717.15527,7970820530.60546,8355380879.12955,8283114648.24696,8572359162.74408,8151479004.21334,8209129171.73649,5751789915.05363,7148145375.78545,9046326059.98857,12045858436.2399,13115773737.5664,14093998843.7334,12896013576.7324,12705357103.0056,12986007425.8781,13147743910.7241,14904517649.8476,16095337093.8366,18737897744.7948,25825524820.8064,31958195182.2406,35895153327.8497,42347217912.9176,45405587556.7313,46869457318.2541,56396706005.9435,61671425370.0235,68285768554.472,70120413328.7838,74815121314.9381,82035800868.187,92202956320.532,100379713697.421,100666542665.72,110347079517.356
KGZ,Kyrgyzstan,KGS,6315800,Bishkek,Asia,198500.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2675000000.0,2569444444.44444,2316562500.0,2028295454.54545,1681006993.00699,1661018518.51852,1827570586.16784,1767864035.71943,1645963749.83146,1249061487.01457,1369688498.06778,1525116370.27939,1605643104.73021,1919008090.49641,2211534585.0034,2460248026.17783,2834168889.42019,3802566170.81543,5139957784.91084,4690062255.12247,4794357795.07139,6197766118.59856,6605139933.41063,7335027591.91628,7468096566.71158,6678178340.45121,6813092065.83507,7702934800.12836,8271108638.39931,8871026074.19762,7780874536.66054,8543423502.6134
KHM,Cambodia,KHR,16249798,Phnom Penh,Asia,181040.0,637142865.714286,642857134.285714,660000008.571429,728571437.142857,782857128.571429,868571428.571429,914285714.285714,962857134.285714,1065714248.57143,978873232.394366,718401157.724163,969911421.39418,505549441.375077,702899155.982033,588443893.689773,,,,,,,,,,,,,,,,,,,2533727592.04165,2791435272.26653,3441205692.9166,3506695719.57259,3443413388.6909,3120425502.58253,3517242477.2285,3654031716.26881,3984000517.02345,4284028482.53766,4658246918.27092,5337833248.03924,6293046161.83262,7274595706.67154,8639235842.18075,10351914093.1723,10401851850.6108,11242275198.9783,12829541141.0127,14054443213.4639,15227991395.2201,16702610842.4025,18049954289.4229,20016747754.0192,22177200511.5811,24571753583.4922,27089389786.979,25872798012.1938,26961061119.7957
KIR,Kiribati,AUD,115847,Tarawa,Oceania,811.0,,,,,,,,,,,14295279.5446937,15278632.4786325,18936526.9461078,31710657.7257811,85637174.3722131,55081816.9917528,41109617.4996945,38748059.4366822,45210026.3248255,42620165.4370668,42131632.8854475,43668122.2707424,40572066.1324678,37837837.8378378,42123738.4817903,32125148.4042182,31417112.2994652,35709284.4139476,44534729.2757247,44282777.1627392,42931855.4367341,47515189.2818196,47737955.346651,46919624.6430029,54832577.8622606,56338028.1690141,66515376.7900462,67537479.5903221,65334841.0604347,69032258.0645161,67254174.3970315,63101272.3699183,72196457.6768445,90231856.8000519,102367039.270481,112133944.253532,110234939.759036,132671742.950381,141042610.300285,132419903.291218,155299761.511649,180665807.117071,189630151.170015,184550782.004248,177862267.892555,170291037.487792,178509812.667261,188192060.085837,196230573.819486,177935349.322211,180911843.644622,207031250.0
COM,Comoros,KMF,832322,Moroni,Africa,2170.0,,,,,,,,,,,,,,,,,,,,,212218226.429847,196349967.670007,184008995.643686,191621958.375365,184697209.997414,196726077.061972,279197696.814639,337525870.616968,356500026.691673,341476764.044268,429622147.743446,424108796.562976,457388578.924144,452881443.084162,319189200.353123,398461789.558686,396053797.633321,364445589.702365,370106776.043329,382454989.945311,351136568.441921,378512003.405071,425964697.418664,546885184.990174,633706149.25026,653845122.872074,698431827.740958,795673128.485442,915659192.825112,905341090.570115,907978723.547592,1023086183.79822,1015843368.79008,1116224161.07781,1149587651.69395,966029542.038859,1012835518.26037,1077439662.5798,1188797574.94753,1195019559.09381,1225039230.74083,1296089632.60039
KNA,St Kitts and Nevis,XCD,52441,Basseterre,North America,261.0,12366563.6119699,12483229.3064224,12541562.1536487,12833226.3897801,13416554.8620428,13593932.3220537,14469078.1796966,16742338.2519864,14600000.0,15850000.0,16300000.0,19624746.4503043,22944849.1155047,24196018.3767228,31514856.3078422,33364055.2995392,30095602.2944551,44496296.2962963,49433333.3333333,58840740.7407407,68459259.2592593,80888888.8888889,86022222.2222222,86874074.0740741,98603703.7037037,111007407.407407,130685185.185185,147748148.148148,172692592.592593,192518518.518518,217259259.259259,220540740.740741,242137037.037037,263755555.555556,295159259.259259,313485185.185185,333944444.444444,374641307.974641,383257331.40548,406595484.373262,421695769.843918,458643829.014199,481077373.669966,469869869.86987,506900000.0,547203703.703704,644414814.814815,689285185.185185,777691333.333333,774273111.111111,778718111.111111,836092407.407407,826231629.62963,875376407.407407,953174074.074074,957040740.740741,1008100000.0,1058937037.03704,1076911111.11111,1107840740.74074,884525925.925926,860840740.740741
